29/08/2025, 1:10 am - Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them. *Learn more*
06/09/2025, 10:33 pm - Mckinnan: https://www.instagram.com/reel/DK-88MjybYP/?igsh=MXh0ZGlybTQxOGM1Yg==
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0317.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0318.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0319.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0321.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0322.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0323.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0324.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0325.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0326.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0327.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: IMG-20251002-WA0328.jpg (file attached)
02/10/2025, 6:08 pm - Mckinnan: <Media omitted>
19/10/2025, 8:20 pm - Mckinnan: https://www.facebook.com/share/r/1J3JKzNPEY/
21/10/2025, 9:12 pm - Mckinnan: 
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0154.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0156.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0155.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0157.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0159.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0160.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0161.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0163.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0162.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0168.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0166.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0167.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0165.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: IMG-20251021-WA0164.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: IMG-20251023-WA0005.jpg (file attached)
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:12 pm - Mckinnan: <Media omitted>
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0161.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0155.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0162.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0154.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0157.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0156.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0163.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0159.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0168.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0160.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0165.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0164.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0166.jpg (file attached)
21/10/2025, 9:21 pm - Mckinnan: IMG-20251021-WA0167.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0154.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0156.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0155.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0157.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0163.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0161.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0168.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0162.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0160.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0159.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0165.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0166.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0167.jpg (file attached)
21/10/2025, 9:22 pm - Mckinnan: IMG-20251021-WA0164.jpg (file attached)
23/10/2025, 10:41 am - Mckinnan: STK-20250930-WA0101.webp (file attached)
23/10/2025, 10:42 am - Mckinnan: STK-20251023-WA0081.webp (file attached)
27/10/2025, 11:30 pm - Mckinnan: https://youtube.com/shorts/JQjzhbyTBQE?si=f43wdg_Z1l4b9T7M
27/10/2025, 11:41 pm - Mckinnan: https://youtube.com/shorts/mDKbb6QLL8Q?si=UxuYznGvCmuGpNRA
29/10/2025, 9:12 pm - Mckinnan: https://youtube.com/shorts/3XW9A2cB0uI?si=g_OcWT173fSqD-Z4
30/10/2025, 4:10 pm - Mckinnan: https://join.honeygain.com/MCKIZ5674B?achievement=onboarding
31/10/2025, 3:48 pm - Mckinnan: 
31/10/2025, 3:49 pm - Mckinnan: 愛•卄卂几乙۝
03/11/2025, 11:40 am - Mckinnan: 
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
03/11/2025, 11:40 am - Mckinnan: <Media omitted>
04/11/2025, 1:00 am - Mckinnan: Join me on Waveful to share your passions and find amazing communities.
Here's my invite link: https://invites.waveful.app/A3K5
07/11/2025, 7:30 pm - Mckinnan: <Media omitted>
07/11/2025, 7:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: 
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0044.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0042.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0046.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0041.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0039.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0045.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0043.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0040.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: IMG-20251127-WA0047.jpg (file attached)
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:30 pm - Mckinnan: <Media omitted>
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0047.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0045.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0039.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0043.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0046.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0041.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0044.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0042.jpg (file attached)
27/11/2025, 1:51 pm - Mckinnan: IMG-20251127-WA0040.jpg (file attached)
02/12/2025, 9:55 am - Mckinnan: STK-20251202-WA0004.webp (file attached)
04/12/2025, 9:14 am - Mckinnan: 
04/12/2025, 9:14 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:14 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:14 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:14 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:14 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:14 am - Mckinnan: <Media omitted>
04/12/2025, 9:14 am - Mckinnan: <Media omitted>
04/12/2025, 9:14 am - Mckinnan: <Media omitted>
04/12/2025, 9:14 am - Mckinnan: <Media omitted>
04/12/2025, 9:14 am - Mckinnan: <Media omitted>
04/12/2025, 9:15 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:15 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:15 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:15 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:15 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:17 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:17 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:17 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:17 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:17 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:18 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:18 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:18 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:18 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:18 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:20 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:20 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:20 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:20 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:20 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:21 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:21 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:21 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:21 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:21 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:23 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:23 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:23 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:23 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:23 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:25 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:25 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:25 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:25 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:25 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:26 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:26 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:26 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:26 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:26 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:28 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:28 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:28 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
04/12/2025, 9:28 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:28 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:29 am - Mckinnan: IMG-20251204-WA0019.jpg (file attached)
04/12/2025, 9:29 am - Mckinnan: IMG-20251204-WA0020.jpg (file attached)
04/12/2025, 9:29 am - Mckinnan: IMG-20251204-WA0022.jpg (file attached)
04/12/2025, 9:29 am - Mckinnan: IMG-20251204-WA0021.jpg (file attached)
04/12/2025, 9:29 am - Mckinnan: IMG-20251204-WA0023.jpg (file attached)
10/12/2025, 6:51 pm - Mckinnan: https://youtube.com/@brogy.223?sub_confirmation=1
12/12/2025, 2:45 pm - Mckinnan: 🎯 *Top 7 In-Demand Tech Skills to Learn in 2025* 🚀📈

1️⃣ *Python Programming*  
▶️ Widely used in Data Science, Web Dev, Automation & AI  
▶️ Easy to learn, huge community, tons of libraries

2️⃣ *SQL & Databases*  
▶️ Core skill for any data or backend role  
▶️ Learn CRUD, joins, subqueries, indexing

3️⃣ *Machine Learning & AI*  
▶️ Tools: Scikit-learn, TensorFlow, PyTorch  
▶️ Use Cases: Predictions, NLP, Computer Vision

4️⃣ *Cloud Computing*  
▶️ Platforms: AWS, Azure, GCP  
▶️ Skills: EC2, S3, Lambda, IAM, serverless apps

5️⃣ *JavaScript & Frontend Frameworks*  
▶️ Core of modern web dev  
▶️ Learn React, Vue, or Next.js for UI building

6️⃣ *Data Visualization*  
▶️ Tools: Power BI, Tableau, Matplotlib, Seaborn  
▶️ Turn raw data into clear insights for decision-making

7️⃣ *Version Control (Git & GitHub)*  
▶️ Track changes, collaborate on code  
▶️ Master branching, merging, pull requests

💡 *Bonus:* Soft skills like communication, problem-solving, and teamwork are just as critical!

💬 *Tap ❤️ for more!*
13/12/2025, 12:06 am - Mckinnan: ✅ *Python for Automation & Scripting* ⚙️🐍  

Python is *perfect* for automating repetitive tasks — saving time and reducing errors. Here's how you can start using it for automation:

*1️⃣ Why Learn Python for Automation?*  
- Easy syntax, huge community  
- Supports files, emails, APIs, browser automation  
- Cross-platform: works on Windows, macOS, Linux

*2️⃣ Core Concepts You Should Know:*  
- Reading/writing files  
- Using modules (`os`, `shutil`, `datetime`)  
- Error handling with `try-except`  
- Automating via scripts (`.py` files or cron jobs)

*3️⃣ File & Folder Automation*  
```python
import os, shutil

Create a folder
os.mkdir("Backup")

Move files
shutil.move("report.pdf", "Backup/")
```

*4️⃣ Automating Excel & CSV Tasks*  
```python
import pandas as pd

data = pd.read_csv("sales.csv")
summary = data.groupby("Region").sum()
summary.to_excel("region_summary.xlsx")
```

*5️⃣ Sending Emails Automatically*  
```python
import smtplib
from email.message import EmailMessage

msg = EmailMessage()
msg.set_content("Report attached")
msg['Subject'] = "Monthly Report"
msg['To'] = "user@example.com"
msg['From'] = "you@example.com"

server = smtplib.SMTP_SSL('smtp.gmail.com', 465)
server.login("you@example.com", "your_password")
server.send_message(msg)
server.quit()
```

*6️⃣ Automating the Web (Selenium)*  
```python
from selenium import webdriver

driver = webdriver.Chrome()
driver.get("https://example.com")
driver.find_element("name", "q").send_keys("Python automation")
```

*7️⃣ Scheduling Your Script*  
- *Windows:* Task Scheduler  
- *macOS/Linux:* Use `cron`  
- Example: `0 9 * * * python3 daily_report.py`

*8️⃣ Useful Libraries*  
- `os`, `shutil`, `datetime` – Files & time  
- `smtplib`, `email` – Email automation  
- `pandas`, `openpyxl` – Excel & CSV  
- `selenium` – Web browser automation  
- `requests`, `bs4` – APIs & Web scraping

*💡 Real-Life Project Ideas*  
- Rename 100s of files with one script  
- Auto-send weekly reports via email  
- Web scrape prices for daily price tracker  
- Auto-login and fill forms for surveys  
- Monitor a website for changes

💬 *Tap ❤️ for more!*
13/12/2025, 7:05 pm - Mckinnan: IMG-20251213-WA0023.jpg (file attached)
